User ID,Timestamp,Channel,Campaign,Conversion
79863,10-02-2025 08:42,Social Media,New Product Launch,No
48867,10-02-2025 15:54,Direct Traffic,-,Yes
17761,10-02-2025 11:58,Referral,-,No
12663,11-02-2025 08:38,Referral,Discount Offer,Yes
19097,11-02-2025 11:08,Email,-,No
79634,10-02-2025 00:59,Display Ads,Discount Offer,Yes
41964,11-02-2025 06:12,Direct Traffic,-,Yes
57949,11-02-2025 23:20,Search Ads,New Product Launch,Yes
34693,10-02-2025 12:33,Social Media,New Product Launch,Yes
31340,11-02-2025 05:08,Email,Brand Awareness,No
35756,10-02-2025 15:50,Search Ads,-,Yes
68657,10-02-2025 03:05,Direct Traffic,-,Yes
60684,11-02-2025 17:26,Display Ads,Winter Sale,Yes
47236,11-02-2025 19:13,Direct Traffic,-,No
59251,10-02-2025 09:35,Email,New Product Launch,No
86856,10-02-2025 00:06,Referral,Discount Offer,Yes
30380,11-02-2025 13:25,Search Ads,New Product Launch,No
25170,10-02-2025 07:55,Social Media,Winter Sale,Yes
39364,11-02-2025 04:03,Referral,Discount Offer,No
81103,11-02-2025 02:04,Referral,New Product Launch,No
29149,10-02-2025 13:45,Direct Traffic,-,Yes
47740,10-02-2025 09:18,Direct Traffic,-,No
25468,10-02-2025 10:47,Email,Winter Sale,No
93942,11-02-2025 10:02,Email,Brand Awareness,No
28912,11-02-2025 23:33,Social Media,Discount Offer,Yes
14080,10-02-2025 06:10,Search Ads,-,Yes
26601,11-02-2025 04:16,Referral,-,No
77310,10-02-2025 00:08,Display Ads,Winter Sale,No
72379,11-02-2025 11:28,Social Media,Discount Offer,Yes
12397,11-02-2025 19:59,Direct Traffic,-,No
95870,11-02-2025 04:46,Referral,Brand Awareness,Yes
11835,11-02-2025 23:11,Social Media,Discount Offer,No
59927,10-02-2025 20:09,Display Ads,Retargeting,Yes
54741,11-02-2025 08:12,Referral,-,No
73105,11-02-2025 18:15,Referral,Discount Offer,No
61983,11-02-2025 23:41,Search Ads,Brand Awareness,Yes
97335,10-02-2025 23:23,Search Ads,Retargeting,Yes
32160,10-02-2025 18:25,Email,New Product Launch,No
48990,11-02-2025 10:35,Social Media,Retargeting,Yes
22516,11-02-2025 12:41,Direct Traffic,-,No
13775,10-02-2025 08:58,Search Ads,Retargeting,Yes
49647,11-02-2025 10:52,Email,-,Yes
52553,10-02-2025 10:05,Display Ads,New Product Launch,Yes
30299,10-02-2025 12:54,Social Media,Discount Offer,Yes
16814,10-02-2025 03:37,Email,Winter Sale,Yes
30582,11-02-2025 01:41,Social Media,New Product Launch,No
78381,10-02-2025 13:17,Social Media,New Product Launch,Yes
91157,11-02-2025 02:35,Email,New Product Launch,Yes
40350,11-02-2025 13:16,Search Ads,Retargeting,No
40133,10-02-2025 09:24,Social Media,New Product Launch,No
17168,11-02-2025 01:00,Email,Retargeting,Yes
69737,11-02-2025 12:55,Direct Traffic,-,No
13687,10-02-2025 21:12,Direct Traffic,-,No
79181,11-02-2025 14:48,Referral,Winter Sale,No
65233,10-02-2025 06:13,Direct Traffic,-,Yes
61878,10-02-2025 18:23,Email,Brand Awareness,Yes
63072,10-02-2025 22:55,Social Media,Brand Awareness,No
87375,11-02-2025 07:09,Direct Traffic,-,No
27437,10-02-2025 16:06,Referral,New Product Launch,No
36179,10-02-2025 14:59,Direct Traffic,-,Yes
96015,10-02-2025 19:19,Display Ads,Brand Awareness,No
57389,10-02-2025 18:25,Display Ads,Discount Offer,No
13035,11-02-2025 03:58,Referral,Winter Sale,No
30842,10-02-2025 19:00,Email,New Product Launch,Yes
59730,10-02-2025 19:24,Social Media,-,No
87939,11-02-2025 04:52,Email,-,Yes
97201,10-02-2025 11:47,Referral,Retargeting,No
84828,11-02-2025 14:43,Search Ads,New Product Launch,Yes
59840,10-02-2025 09:50,Display Ads,Winter Sale,Yes
31889,10-02-2025 21:15,Email,Winter Sale,No
43065,11-02-2025 14:35,Direct Traffic,-,No
49243,10-02-2025 16:41,Display Ads,Discount Offer,Yes
37121,11-02-2025 04:32,Search Ads,Winter Sale,Yes
28721,11-02-2025 12:18,Social Media,Winter Sale,No
43361,11-02-2025 13:22,Search Ads,Discount Offer,Yes
19400,10-02-2025 06:44,Email,Brand Awareness,Yes
34653,10-02-2025 07:07,Search Ads,Retargeting,No
83578,11-02-2025 13:29,Social Media,Discount Offer,Yes
15555,11-02-2025 05:39,Social Media,New Product Launch,Yes
25952,11-02-2025 21:29,Display Ads,New Product Launch,Yes
98687,10-02-2025 18:45,Search Ads,Retargeting,No
41312,11-02-2025 12:39,Referral,Retargeting,Yes
48404,11-02-2025 03:34,Search Ads,Discount Offer,No
78183,10-02-2025 08:51,Search Ads,-,Yes
19754,10-02-2025 03:42,Display Ads,New Product Launch,No
88859,11-02-2025 05:04,Referral,-,Yes
55446,11-02-2025 02:30,Referral,Winter Sale,No
57793,11-02-2025 18:11,Referral,Winter Sale,Yes
41641,11-02-2025 18:31,Referral,Winter Sale,No
41422,10-02-2025 02:11,Display Ads,Retargeting,Yes
80769,10-02-2025 23:32,Direct Traffic,-,Yes
55980,11-02-2025 00:03,Direct Traffic,-,Yes
55820,10-02-2025 11:43,Email,New Product Launch,Yes
77908,10-02-2025 02:15,Direct Traffic,-,Yes
30607,11-02-2025 00:02,Email,Retargeting,No
71292,10-02-2025 18:50,Search Ads,-,Yes
90751,11-02-2025 00:20,Direct Traffic,-,Yes
48639,11-02-2025 10:02,Referral,New Product Launch,Yes
29114,10-02-2025 16:25,Referral,-,No
14476,11-02-2025 19:41,Display Ads,Winter Sale,Yes
80046,11-02-2025 08:59,Social Media,Retargeting,No
42360,11-02-2025 14:42,Social Media,Winter Sale,Yes
35619,11-02-2025 03:33,Social Media,Retargeting,No
34087,10-02-2025 20:29,Direct Traffic,-,Yes
82783,10-02-2025 19:37,Social Media,Retargeting,No
95665,10-02-2025 09:29,Email,-,Yes
75328,10-02-2025 22:32,Search Ads,New Product Launch,Yes
11284,11-02-2025 08:40,Social Media,-,No
47174,10-02-2025 22:08,Email,Winter Sale,No
34263,11-02-2025 06:25,Display Ads,Brand Awareness,No
19328,10-02-2025 04:35,Direct Traffic,-,Yes
55079,11-02-2025 13:23,Referral,Retargeting,No
65026,11-02-2025 09:14,Social Media,New Product Launch,Yes
77294,11-02-2025 05:35,Social Media,New Product Launch,Yes
55035,11-02-2025 02:39,Email,Retargeting,Yes
26537,10-02-2025 00:11,Social Media,New Product Launch,No
83991,11-02-2025 06:55,Email,-,Yes
90184,10-02-2025 14:26,Referral,Brand Awareness,Yes
59611,11-02-2025 17:26,Email,New Product Launch,No
96015,11-02-2025 03:10,Direct Traffic,-,No
32120,11-02-2025 02:51,Email,-,No
83355,10-02-2025 07:52,Email,New Product Launch,No
99748,10-02-2025 07:11,Search Ads,Discount Offer,Yes
55446,10-02-2025 11:17,Direct Traffic,-,Yes
71292,11-02-2025 21:56,Social Media,Brand Awareness,Yes
43065,10-02-2025 05:45,Display Ads,Winter Sale,No
91341,11-02-2025 22:17,Direct Traffic,-,No
24025,11-02-2025 23:36,Display Ads,Discount Offer,Yes
30446,10-02-2025 19:35,Social Media,Retargeting,Yes
87967,11-02-2025 22:12,Email,Winter Sale,Yes
89677,11-02-2025 16:14,Direct Traffic,-,Yes
42824,10-02-2025 15:27,Display Ads,Winter Sale,Yes
85419,11-02-2025 22:24,Direct Traffic,-,Yes
64956,11-02-2025 09:16,Social Media,New Product Launch,No
98520,10-02-2025 14:58,Email,-,Yes
89685,11-02-2025 06:53,Search Ads,Winter Sale,No
34087,10-02-2025 14:48,Social Media,Winter Sale,Yes
81470,11-02-2025 20:59,Referral,Discount Offer,No
57627,11-02-2025 15:54,Search Ads,Retargeting,Yes
59319,10-02-2025 18:13,Search Ads,Brand Awareness,No
81952,11-02-2025 20:41,Social Media,New Product Launch,No
66060,10-02-2025 23:14,Search Ads,Brand Awareness,Yes
79307,11-02-2025 05:37,Email,Discount Offer,No
22923,10-02-2025 01:27,Search Ads,-,Yes
52282,10-02-2025 04:45,Social Media,Winter Sale,Yes
10341,10-02-2025 21:08,Display Ads,-,Yes
36918,10-02-2025 00:50,Referral,Retargeting,Yes
36375,11-02-2025 20:42,Email,New Product Launch,Yes
26754,10-02-2025 06:06,Display Ads,New Product Launch,Yes
63367,10-02-2025 14:12,Referral,-,Yes
59188,11-02-2025 15:43,Display Ads,Discount Offer,No
27944,10-02-2025 14:09,Display Ads,-,Yes
80602,11-02-2025 17:35,Direct Traffic,-,No
23482,11-02-2025 14:59,Direct Traffic,-,Yes
62875,11-02-2025 09:32,Referral,Discount Offer,No
44535,10-02-2025 12:04,Email,Retargeting,No
38485,10-02-2025 01:50,Display Ads,Brand Awareness,No
46988,11-02-2025 19:32,Email,Discount Offer,Yes
67253,10-02-2025 05:59,Social Media,Winter Sale,No
14386,10-02-2025 11:10,Direct Traffic,-,No
70719,10-02-2025 04:39,Social Media,-,Yes
63471,11-02-2025 19:25,Referral,Retargeting,No
74032,11-02-2025 05:36,Direct Traffic,-,No
51813,10-02-2025 18:01,Email,Discount Offer,Yes
76806,11-02-2025 00:29,Display Ads,Retargeting,No
18981,11-02-2025 14:30,Social Media,Brand Awareness,Yes
58546,10-02-2025 03:37,Social Media,-,No
17133,10-02-2025 04:48,Social Media,Retargeting,No
94253,11-02-2025 01:04,Referral,Retargeting,No
39056,10-02-2025 20:25,Direct Traffic,-,Yes
55745,11-02-2025 09:02,Display Ads,Retargeting,No
84325,10-02-2025 18:00,Social Media,Winter Sale,Yes
44752,11-02-2025 00:22,Referral,New Product Launch,No
44062,10-02-2025 04:17,Social Media,-,Yes
88515,11-02-2025 07:11,Display Ads,Brand Awareness,No
83286,10-02-2025 17:55,Search Ads,Brand Awareness,Yes
37722,11-02-2025 17:15,Referral,Brand Awareness,Yes
79131,11-02-2025 13:00,Social Media,Winter Sale,No
90322,10-02-2025 22:41,Referral,New Product Launch,No
60881,10-02-2025 22:35,Search Ads,Winter Sale,Yes
70773,11-02-2025 01:22,Direct Traffic,-,Yes
36135,11-02-2025 00:31,Email,New Product Launch,Yes
30820,10-02-2025 23:00,Social Media,Discount Offer,No
75637,10-02-2025 13:26,Display Ads,New Product Launch,No
38252,10-02-2025 07:40,Email,Retargeting,No
47339,10-02-2025 08:29,Display Ads,Winter Sale,Yes
97087,11-02-2025 03:00,Email,New Product Launch,Yes
14398,10-02-2025 04:31,Direct Traffic,-,No
33255,11-02-2025 06:15,Direct Traffic,-,No
61905,11-02-2025 10:56,Referral,Discount Offer,No
74686,11-02-2025 00:46,Email,Retargeting,Yes
89412,11-02-2025 18:34,Search Ads,Discount Offer,No
45148,10-02-2025 07:17,Display Ads,New Product Launch,No
63620,10-02-2025 06:46,Direct Traffic,-,Yes
23958,11-02-2025 14:57,Referral,-,Yes
73141,10-02-2025 08:14,Direct Traffic,-,No
46667,10-02-2025 07:49,Search Ads,Retargeting,No
78831,10-02-2025 21:34,Social Media,New Product Launch,No
82125,10-02-2025 10:30,Direct Traffic,-,Yes
38457,11-02-2025 03:04,Referral,Brand Awareness,Yes
78830,11-02-2025 13:27,Display Ads,Winter Sale,Yes
16893,11-02-2025 22:33,Social Media,Discount Offer,Yes
44397,11-02-2025 20:06,Search Ads,Winter Sale,Yes
88938,10-02-2025 12:16,Referral,Brand Awareness,No
32402,10-02-2025 07:07,Direct Traffic,-,No
26291,11-02-2025 14:48,Direct Traffic,-,No
61578,11-02-2025 02:15,Email,New Product Launch,No
27347,10-02-2025 19:26,Social Media,Winter Sale,Yes
42285,11-02-2025 15:30,Display Ads,Brand Awareness,No
30443,11-02-2025 07:29,Search Ads,Discount Offer,No
28985,10-02-2025 13:40,Direct Traffic,-,Yes
83153,11-02-2025 16:10,Referral,Brand Awareness,No
64037,10-02-2025 06:35,Email,Retargeting,Yes
46768,11-02-2025 13:13,Search Ads,New Product Launch,Yes
57372,11-02-2025 12:51,Search Ads,New Product Launch,No
17863,11-02-2025 22:29,Direct Traffic,-,No
56219,10-02-2025 17:07,Direct Traffic,-,Yes
16248,11-02-2025 11:07,Direct Traffic,-,Yes
98738,10-02-2025 09:35,Search Ads,-,No
35324,11-02-2025 08:54,Social Media,Brand Awareness,Yes
66115,11-02-2025 03:26,Direct Traffic,-,No
31200,10-02-2025 04:47,Referral,-,Yes
35873,11-02-2025 17:13,Direct Traffic,-,Yes
52335,11-02-2025 06:40,Referral,Brand Awareness,Yes
69460,11-02-2025 08:40,Email,Discount Offer,Yes
68071,11-02-2025 21:44,Display Ads,-,No
59033,11-02-2025 05:20,Direct Traffic,-,No
15082,11-02-2025 15:50,Referral,New Product Launch,Yes
92334,10-02-2025 17:47,Display Ads,Discount Offer,Yes
61985,11-02-2025 09:13,Search Ads,Discount Offer,No
19262,10-02-2025 10:44,Referral,-,No
88728,11-02-2025 14:51,Email,Retargeting,No
23497,11-02-2025 09:21,Direct Traffic,-,No
28912,10-02-2025 11:48,Referral,New Product Launch,No
58258,10-02-2025 17:18,Social Media,Retargeting,Yes
23216,11-02-2025 03:14,Referral,Retargeting,Yes
56855,10-02-2025 07:25,Display Ads,-,No
34372,11-02-2025 20:02,Direct Traffic,-,Yes
75352,11-02-2025 15:39,Referral,Discount Offer,No
77230,11-02-2025 16:29,Direct Traffic,-,Yes
90359,10-02-2025 08:26,Display Ads,-,No
25362,11-02-2025 17:14,Direct Traffic,-,Yes
83785,11-02-2025 08:14,Referral,New Product Launch,Yes
36947,11-02-2025 02:52,Email,Winter Sale,No
39351,10-02-2025 05:55,Referral,New Product Launch,Yes
11416,11-02-2025 14:49,Email,Winter Sale,Yes
89467,11-02-2025 20:39,Display Ads,Discount Offer,No
57943,10-02-2025 03:21,Direct Traffic,-,Yes
30521,11-02-2025 12:25,Email,Retargeting,No
89239,11-02-2025 09:49,Search Ads,-,Yes
64703,10-02-2025 03:54,Search Ads,Brand Awareness,Yes
86042,11-02-2025 10:47,Display Ads,New Product Launch,No
70502,10-02-2025 21:23,Email,Discount Offer,Yes
76240,10-02-2025 05:45,Display Ads,Discount Offer,No
33345,10-02-2025 18:11,Display Ads,Brand Awareness,Yes
27814,11-02-2025 15:20,Social Media,-,Yes
11780,10-02-2025 17:29,Referral,-,No
24239,11-02-2025 19:44,Search Ads,Winter Sale,No
78262,11-02-2025 18:45,Direct Traffic,-,No
26097,10-02-2025 12:19,Social Media,Discount Offer,Yes
94028,10-02-2025 01:25,Display Ads,Retargeting,No
88258,10-02-2025 04:29,Search Ads,New Product Launch,No
35664,10-02-2025 06:41,Direct Traffic,-,Yes
24568,10-02-2025 18:00,Email,Retargeting,Yes
96688,10-02-2025 14:03,Direct Traffic,-,No
79883,10-02-2025 09:22,Referral,Winter Sale,Yes
68381,10-02-2025 18:09,Direct Traffic,-,Yes
30675,11-02-2025 17:23,Social Media,Retargeting,Yes
33999,10-02-2025 17:20,Direct Traffic,-,Yes
67935,10-02-2025 12:52,Referral,Discount Offer,No
21690,10-02-2025 20:25,Email,Brand Awareness,No
41969,10-02-2025 00:32,Social Media,-,No
47060,10-02-2025 09:34,Referral,Brand Awareness,Yes
36377,11-02-2025 08:32,Referral,-,Yes
23331,10-02-2025 04:45,Search Ads,Brand Awareness,No
89901,10-02-2025 02:29,Referral,New Product Launch,No
29238,10-02-2025 10:23,Search Ads,Winter Sale,No
20916,10-02-2025 16:22,Social Media,Discount Offer,No
46918,10-02-2025 04:24,Email,Retargeting,Yes
26648,11-02-2025 04:25,Display Ads,Brand Awareness,Yes
49847,10-02-2025 01:25,Social Media,Brand Awareness,Yes
35837,10-02-2025 16:50,Referral,Winter Sale,Yes
12509,11-02-2025 19:28,Email,Discount Offer,Yes
87245,10-02-2025 08:10,Social Media,Retargeting,Yes
12863,10-02-2025 07:30,Email,Winter Sale,Yes
13428,11-02-2025 13:47,Search Ads,-,No
79891,10-02-2025 05:52,Search Ads,Retargeting,Yes
30578,10-02-2025 13:20,Search Ads,Retargeting,Yes
34708,10-02-2025 02:43,Display Ads,Winter Sale,Yes
60684,11-02-2025 03:59,Display Ads,-,No
81406,10-02-2025 16:07,Search Ads,Retargeting,Yes
34833,10-02-2025 17:07,Referral,-,Yes
99018,10-02-2025 23:51,Social Media,Winter Sale,No
88316,11-02-2025 22:59,Search Ads,-,Yes
28481,10-02-2025 23:53,Social Media,Discount Offer,Yes
89174,11-02-2025 15:15,Search Ads,Retargeting,No
61537,10-02-2025 11:48,Email,Discount Offer,Yes
23449,11-02-2025 11:16,Search Ads,Brand Awareness,No
48654,11-02-2025 10:51,Referral,New Product Launch,No
37559,10-02-2025 11:58,Social Media,Retargeting,Yes
35789,11-02-2025 20:07,Direct Traffic,-,No
65832,11-02-2025 17:17,Direct Traffic,-,Yes
23589,11-02-2025 13:49,Search Ads,New Product Launch,Yes
61426,11-02-2025 06:56,Social Media,Discount Offer,No
33960,10-02-2025 00:19,Referral,New Product Launch,No
55767,10-02-2025 04:05,Display Ads,New Product Launch,Yes
31275,10-02-2025 19:05,Display Ads,Retargeting,Yes
44869,11-02-2025 22:58,Search Ads,Discount Offer,No
27944,10-02-2025 15:21,Search Ads,Brand Awareness,No
29734,10-02-2025 11:46,Email,Winter Sale,No
29773,10-02-2025 11:55,Social Media,Brand Awareness,Yes
82927,10-02-2025 03:35,Search Ads,-,No
26097,10-02-2025 00:39,Display Ads,Brand Awareness,Yes
25172,10-02-2025 13:52,Direct Traffic,-,No
26727,10-02-2025 16:47,Search Ads,Discount Offer,No
57079,11-02-2025 11:41,Display Ads,Discount Offer,Yes
99526,11-02-2025 00:53,Referral,New Product Launch,Yes
55176,11-02-2025 00:43,Social Media,-,Yes
30955,11-02-2025 00:04,Display Ads,Retargeting,Yes
53932,10-02-2025 09:53,Social Media,New Product Launch,No
60772,10-02-2025 23:29,Referral,Retargeting,Yes
12432,10-02-2025 15:54,Direct Traffic,-,No
46954,11-02-2025 00:52,Email,Discount Offer,Yes
66382,11-02-2025 00:29,Social Media,New Product Launch,No
39400,11-02-2025 02:58,Email,-,No
85722,11-02-2025 05:18,Email,Discount Offer,No
69761,11-02-2025 19:56,Email,-,No
40350,11-02-2025 00:20,Social Media,Discount Offer,No
62748,10-02-2025 17:32,Social Media,New Product Launch,Yes
90001,10-02-2025 11:28,Referral,Discount Offer,No
13035,11-02-2025 01:23,Search Ads,Retargeting,Yes
77681,11-02-2025 17:22,Search Ads,Winter Sale,Yes
84413,11-02-2025 09:52,Display Ads,Brand Awareness,No
61537,11-02-2025 23:22,Direct Traffic,-,No
32402,10-02-2025 09:06,Social Media,Winter Sale,No
81371,11-02-2025 08:10,Direct Traffic,-,No
72077,11-02-2025 16:19,Direct Traffic,-,Yes
17478,10-02-2025 20:35,Search Ads,Retargeting,Yes
58496,10-02-2025 04:41,Direct Traffic,-,Yes
17727,10-02-2025 00:45,Display Ads,Retargeting,No
71036,10-02-2025 06:49,Direct Traffic,-,Yes
72045,10-02-2025 16:20,Social Media,Brand Awareness,Yes
79863,11-02-2025 19:24,Direct Traffic,-,Yes
63473,10-02-2025 10:35,Display Ads,Discount Offer,Yes
79019,10-02-2025 13:19,Email,Discount Offer,Yes
46954,10-02-2025 04:45,Direct Traffic,-,No
67211,11-02-2025 15:15,Social Media,New Product Launch,No
38286,11-02-2025 11:44,Social Media,New Product Launch,No
60236,10-02-2025 13:12,Referral,Brand Awareness,Yes
31324,10-02-2025 15:39,Direct Traffic,-,No
86327,11-02-2025 23:18,Direct Traffic,-,Yes
73527,11-02-2025 19:29,Referral,Brand Awareness,No
32739,11-02-2025 05:23,Search Ads,-,Yes
86216,10-02-2025 02:58,Social Media,-,No
71292,11-02-2025 12:12,Social Media,New Product Launch,No
61426,10-02-2025 07:47,Referral,Brand Awareness,Yes
22863,11-02-2025 19:43,Direct Traffic,-,Yes
36175,11-02-2025 23:36,Display Ads,Winter Sale,No
98152,11-02-2025 18:06,Email,Retargeting,No
71753,11-02-2025 18:57,Search Ads,Winter Sale,No
53707,11-02-2025 18:59,Search Ads,Brand Awareness,Yes
31340,10-02-2025 10:48,Referral,New Product Launch,No
38226,11-02-2025 17:16,Social Media,Retargeting,Yes
67466,10-02-2025 15:46,Email,Retargeting,No
63781,11-02-2025 18:57,Display Ads,-,No
85426,10-02-2025 00:19,Email,Winter Sale,No
24956,10-02-2025 03:40,Social Media,-,Yes
33991,10-02-2025 23:45,Search Ads,Retargeting,Yes
44675,11-02-2025 15:22,Search Ads,Retargeting,Yes
26644,11-02-2025 23:41,Display Ads,Retargeting,Yes
80938,10-02-2025 02:09,Search Ads,New Product Launch,No
89412,11-02-2025 23:00,Search Ads,Discount Offer,No
96872,11-02-2025 19:21,Email,Winter Sale,No
74984,11-02-2025 22:01,Display Ads,Retargeting,No
80731,11-02-2025 22:59,Email,Retargeting,Yes
27470,11-02-2025 17:53,Search Ads,New Product Launch,Yes
35942,10-02-2025 13:28,Email,-,Yes
77992,11-02-2025 12:15,Search Ads,Discount Offer,No
67882,11-02-2025 21:52,Referral,Discount Offer,No
60856,10-02-2025 15:17,Social Media,New Product Launch,No
82050,10-02-2025 22:04,Referral,Discount Offer,Yes
52320,10-02-2025 23:34,Search Ads,Winter Sale,Yes
13364,10-02-2025 01:28,Display Ads,Brand Awareness,No
26109,10-02-2025 00:19,Display Ads,-,No
71078,10-02-2025 17:59,Social Media,Discount Offer,No
75802,11-02-2025 04:51,Referral,Brand Awareness,No
48867,11-02-2025 22:12,Search Ads,Retargeting,No
79268,11-02-2025 07:49,Direct Traffic,-,No
47735,10-02-2025 20:46,Social Media,Retargeting,No
23331,10-02-2025 23:37,Social Media,Winter Sale,Yes
29015,11-02-2025 14:56,Referral,Retargeting,Yes
73373,11-02-2025 16:16,Referral,Winter Sale,No
88061,10-02-2025 18:22,Referral,New Product Launch,No
56094,11-02-2025 18:12,Email,Discount Offer,No
67893,11-02-2025 07:10,Display Ads,Discount Offer,No
29809,10-02-2025 03:29,Referral,Discount Offer,Yes
82166,10-02-2025 06:56,Search Ads,Discount Offer,No
35789,10-02-2025 12:57,Search Ads,Discount Offer,Yes
31703,10-02-2025 02:47,Referral,Winter Sale,No
87245,11-02-2025 02:50,Direct Traffic,-,Yes
92025,11-02-2025 13:44,Email,Discount Offer,No
16893,11-02-2025 10:14,Referral,Brand Awareness,Yes
19184,11-02-2025 05:53,Social Media,Discount Offer,Yes
90969,11-02-2025 17:45,Email,New Product Launch,No
72842,10-02-2025 04:53,Referral,-,Yes
45892,11-02-2025 16:00,Social Media,Discount Offer,No
15978,11-02-2025 21:35,Display Ads,Brand Awareness,No
85419,11-02-2025 16:22,Display Ads,New Product Launch,Yes
33400,11-02-2025 00:56,Display Ads,-,No
54418,11-02-2025 13:06,Search Ads,Brand Awareness,No
92989,10-02-2025 17:36,Social Media,Discount Offer,Yes
46487,11-02-2025 10:44,Direct Traffic,-,Yes
15239,10-02-2025 21:06,Email,Discount Offer,Yes
34073,11-02-2025 06:25,Email,-,Yes
75470,10-02-2025 12:51,Email,Retargeting,Yes
41382,10-02-2025 15:47,Social Media,-,Yes
72122,11-02-2025 18:31,Email,Winter Sale,Yes
82427,11-02-2025 03:02,Social Media,-,No
59787,11-02-2025 12:45,Social Media,-,Yes
21690,11-02-2025 03:07,Display Ads,Discount Offer,No
72179,10-02-2025 11:42,Display Ads,Winter Sale,No
24256,10-02-2025 20:35,Display Ads,Winter Sale,Yes
49529,10-02-2025 19:50,Display Ads,Brand Awareness,Yes
88736,11-02-2025 17:40,Display Ads,Retargeting,Yes
39004,10-02-2025 18:29,Referral,Winter Sale,Yes
99149,10-02-2025 22:14,Referral,Discount Offer,No
66454,10-02-2025 21:17,Direct Traffic,-,Yes
67525,10-02-2025 13:39,Email,Retargeting,Yes
22931,11-02-2025 00:39,Email,Winter Sale,No
84828,10-02-2025 02:34,Display Ads,-,No
96933,11-02-2025 23:22,Social Media,-,No
92785,10-02-2025 02:31,Email,-,Yes
48330,11-02-2025 08:57,Referral,-,Yes
25544,10-02-2025 16:27,Direct Traffic,-,Yes
99526,11-02-2025 12:54,Social Media,Brand Awareness,Yes
48089,11-02-2025 17:25,Search Ads,New Product Launch,No
87939,11-02-2025 00:34,Display Ads,Discount Offer,Yes
21001,11-02-2025 06:09,Display Ads,Winter Sale,No
55446,10-02-2025 23:55,Search Ads,Discount Offer,No
84928,10-02-2025 10:10,Referral,Discount Offer,No
46210,10-02-2025 06:47,Direct Traffic,-,Yes
32663,11-02-2025 12:54,Email,Brand Awareness,No
69775,10-02-2025 06:41,Social Media,New Product Launch,Yes
91772,11-02-2025 06:38,Social Media,Discount Offer,Yes
43692,11-02-2025 10:12,Display Ads,Winter Sale,No
46179,10-02-2025 11:07,Display Ads,Discount Offer,No
52142,10-02-2025 02:45,Search Ads,Retargeting,Yes
91886,10-02-2025 01:03,Referral,Retargeting,No
87951,11-02-2025 09:25,Search Ads,New Product Launch,No
11790,11-02-2025 23:32,Email,-,Yes
31340,10-02-2025 21:45,Direct Traffic,-,No
72577,10-02-2025 18:06,Search Ads,Discount Offer,No
68632,10-02-2025 04:09,Referral,-,Yes
82505,10-02-2025 02:26,Direct Traffic,-,No
83991,10-02-2025 22:27,Email,Winter Sale,No
98627,10-02-2025 13:05,Referral,New Product Launch,No
50216,10-02-2025 20:01,Referral,Discount Offer,No
77286,10-02-2025 08:12,Direct Traffic,-,Yes
90409,11-02-2025 11:35,Referral,-,Yes
20990,10-02-2025 04:38,Referral,New Product Launch,No
60852,10-02-2025 09:16,Direct Traffic,-,Yes
56855,10-02-2025 09:16,Referral,Discount Offer,Yes
68649,11-02-2025 13:37,Direct Traffic,-,No
55355,10-02-2025 15:22,Email,New Product Launch,No
72118,11-02-2025 14:46,Email,Discount Offer,No
77286,11-02-2025 09:25,Social Media,Retargeting,Yes
24771,10-02-2025 17:12,Display Ads,New Product Launch,Yes
44994,11-02-2025 06:10,Referral,Discount Offer,Yes
78296,11-02-2025 04:29,Search Ads,New Product Launch,Yes
26664,10-02-2025 22:15,Direct Traffic,-,No
39460,10-02-2025 16:33,Social Media,New Product Launch,Yes
30664,11-02-2025 10:37,Social Media,New Product Launch,Yes
64665,10-02-2025 19:06,Social Media,New Product Launch,No
19454,11-02-2025 01:44,Search Ads,Winter Sale,Yes
75751,11-02-2025 22:44,Referral,Winter Sale,Yes
56666,11-02-2025 07:18,Email,-,No
49665,10-02-2025 00:50,Referral,Retargeting,No
73838,10-02-2025 11:01,Referral,New Product Launch,No
33077,11-02-2025 08:34,Direct Traffic,-,Yes
63095,11-02-2025 10:16,Email,Discount Offer,No
73311,10-02-2025 03:21,Direct Traffic,-,Yes
13186,11-02-2025 00:33,Referral,New Product Launch,No
26754,11-02-2025 11:01,Display Ads,-,No
80904,11-02-2025 06:13,Display Ads,Retargeting,No
17168,11-02-2025 00:46,Display Ads,Discount Offer,Yes
80731,10-02-2025 02:29,Display Ads,Retargeting,No
38491,11-02-2025 12:39,Email,New Product Launch,No
44038,11-02-2025 05:12,Search Ads,New Product Launch,Yes
40130,10-02-2025 10:11,Referral,Discount Offer,No
15025,11-02-2025 11:17,Referral,Discount Offer,Yes
49243,10-02-2025 19:20,Search Ads,Brand Awareness,Yes
10781,10-02-2025 15:32,Display Ads,Winter Sale,No
72612,11-02-2025 02:38,Display Ads,-,No
26770,11-02-2025 22:16,Social Media,New Product Launch,No
69433,10-02-2025 00:39,Social Media,New Product Launch,No
21401,11-02-2025 12:10,Social Media,New Product Launch,No
85022,11-02-2025 22:22,Direct Traffic,-,No
49207,10-02-2025 21:05,Email,-,No
99748,11-02-2025 08:00,Referral,Brand Awareness,No
53419,11-02-2025 20:14,Display Ads,Retargeting,No
37622,10-02-2025 12:07,Direct Traffic,-,No
77597,11-02-2025 10:57,Social Media,Discount Offer,Yes
86974,10-02-2025 00:02,Search Ads,Brand Awareness,Yes
