User ID,Timestamp,Channel,Campaign,Conversion,Campaign_Cost_USD,Budget_USD,Revenue_USD,Profit_USD,ROI_%,ROAS,CPA_USD,Performance_Rating,Touchpoint_Order
34551,2025-10-02 15:55:07,Referral,Discount Offer,0,2.43,2.94,0.0,-2.43,-100.0,0.0,0.0,Poor,1
34551,2025-11-02 03:19:17,Referral,No Campaign,1,2.3,2.92,186.71,184.41,600.0,7.0,2.3,Excellent,2
34551,2025-11-02 17:00:05,Display Ads,No Campaign,0,2.46,2.96,0.0,-2.46,-100.0,0.0,0.0,Poor,3
34573,2025-10-02 17:46:32,Search Ads,Discount Offer,1,1.21,1.5,95.58,94.37,600.0,7.0,1.21,Excellent,1
34573,2025-11-02 08:44:52,Referral,Discount Offer,1,1.26,1.65,156.86,155.6,600.0,7.0,1.26,Excellent,2
34573,2025-11-02 17:07:20,Display Ads,Discount Offer,1,2.01,2.56,174.39,172.38,600.0,7.0,2.01,Excellent,3
34573,2025-11-02 20:41:17,Referral,Winter Sale,0,2.01,2.59,0.0,-2.01,-99.97,0.0,0.0,Poor,4
34587,2025-10-02 02:14:45,Direct Traffic,No Campaign,1,1.96,2.64,113.93,111.97,600.0,7.0,1.96,Excellent,1
34587,2025-11-02 04:41:07,Direct Traffic,No Campaign,1,2.01,2.35,113.26,111.25,600.0,7.0,2.01,Excellent,2
34587,2025-11-02 06:09:37,Social Media,Winter Sale,0,1.62,2.0,0.0,-1.62,-99.81,0.0,0.0,Poor,3
34608,2025-10-02 01:04:04,Referral,No Campaign,0,2.32,2.74,0.0,-2.32,-100.0,0.0,0.0,Poor,1
34608,2025-10-02 02:16:33,Direct Traffic,No Campaign,1,2.5,3.22,192.28,189.78,600.0,7.0,2.5,Excellent,2
34608,2025-10-02 04:09:05,Display Ads,New Product Launch,1,2.04,2.7,212.79,210.75,600.0,7.0,2.04,Excellent,3
34608,2025-10-02 17:54:18,Search Ads,Winter Sale,0,1.41,1.65,0.0,-1.41,-99.78,0.0,0.0,Poor,4
34608,2025-11-02 01:33:55,Email,No Campaign,1,0.96,1.19,213.91,212.95,600.0,7.0,0.96,Excellent,5
34608,2025-11-02 13:37:55,Display Ads,Winter Sale,1,1.75,2.3,133.72,131.97,600.0,7.0,1.75,Excellent,6
34641,2025-11-02 00:32:28,Display Ads,Winter Sale,1,2.34,2.98,170.09,167.75,600.0,7.0,2.34,Excellent,1
34649,2025-10-02 17:05:52,Email,Brand Awareness,1,1.02,1.21,177.95,176.93,600.0,7.0,1.02,Excellent,1
34649,2025-11-02 11:19:25,Email,New Product Launch,1,0.94,1.25,170.01,169.07,600.0,7.0,0.94,Excellent,2
34649,2025-11-02 13:21:37,Display Ads,Discount Offer,0,1.43,1.93,0.0,-1.43,-99.96,0.0,0.0,Poor,3
34649,2025-11-02 20:57:12,Display Ads,Retargeting,0,1.13,1.44,0.0,-1.13,-100.0,0.0,0.0,Poor,4
34653,2025-10-02 07:07:37,Search Ads,Retargeting,0,2.15,2.59,0.0,-2.15,-100.0,0.0,0.0,Poor,1
34653,2025-10-02 21:48:40,Direct Traffic,No Campaign,1,2.45,3.06,96.86,94.41,600.0,7.0,2.45,Excellent,2
34653,2025-11-02 11:02:53,Direct Traffic,No Campaign,1,2.4,3.07,157.5,155.1,600.0,7.0,2.4,Excellent,3
34672,2025-11-02 13:59:34,Referral,New Product Launch,0,1.07,1.25,0.0,-1.07,-99.67,0.0,0.0,Poor,1
34693,2025-10-02 12:33:21,Social Media,New Product Launch,1,2.63,3.32,161.39,158.76,600.0,7.0,2.63,Excellent,1
34693,2025-10-02 17:52:49,Social Media,Retargeting,1,1.51,1.83,115.66,114.15,600.0,7.0,1.51,Excellent,2
34693,2025-11-02 06:53:02,Direct Traffic,No Campaign,0,1.82,2.26,0.0,-1.82,-100.0,0.0,0.0,Poor,3
34708,2025-10-02 02:43:06,Display Ads,Winter Sale,1,1.53,2.05,173.98,172.45,600.0,7.0,1.53,Excellent,1
34708,2025-10-02 12:39:38,Referral,Retargeting,0,1.13,1.37,0.0,-1.13,-100.0,0.0,0.0,Poor,2
34708,2025-10-02 21:12:08,Search Ads,Winter Sale,1,1.61,1.87,213.8,212.19,600.0,7.0,1.61,Excellent,3
34708,2025-10-02 23:07:24,Display Ads,Brand Awareness,0,2.17,2.8,0.0,-2.17,-99.82,0.0,0.0,Poor,4
34708,2025-11-02 03:02:14,Display Ads,Retargeting,1,1.43,1.86,188.66,187.23,600.0,7.0,1.43,Excellent,5
34708,2025-11-02 18:18:36,Referral,Winter Sale,0,1.83,2.24,0.0,-1.83,-100.0,0.0,0.0,Poor,6
34737,2025-11-02 13:30:11,Referral,Brand Awareness,0,1.08,1.31,0.0,-1.08,-99.65,0.0,0.0,Poor,1
34737,2025-11-02 22:32:04,Search Ads,Winter Sale,1,1.74,2.17,101.68,99.94,600.0,7.0,1.74,Excellent,2
34780,2025-10-02 15:35:05,Social Media,Retargeting,0,2.82,3.27,0.0,-2.82,-100.0,0.0,0.0,Poor,1
34780,2025-10-02 15:57:38,Social Media,Discount Offer,0,1.9,2.52,0.0,-1.9,-100.0,0.0,0.0,Poor,2
34780,2025-10-02 21:03:41,Social Media,Discount Offer,0,2.47,2.9,0.0,-2.47,-100.0,0.0,0.0,Poor,3
34833,2025-10-02 01:57:03,Referral,New Product Launch,0,2.43,2.99,0.0,-2.43,-100.0,0.0,0.0,Poor,1
34833,2025-10-02 17:07:43,Referral,No Campaign,1,2.06,2.76,176.49,174.43,600.0,7.0,2.06,Excellent,2
34833,2025-11-02 17:37:40,Email,Retargeting,1,1.29,1.62,155.88,154.59,600.0,7.0,1.29,Excellent,3
34935,2025-10-02 10:16:04,Social Media,Retargeting,0,2.89,3.47,0.0,-2.89,-99.99,0.0,0.0,Poor,1
34935,2025-11-02 12:29:12,Referral,Brand Awareness,0,1.69,2.04,0.0,-1.69,-99.97,0.0,0.0,Poor,2
34935,2025-11-02 18:50:18,Social Media,Winter Sale,1,2.53,2.94,205.99,203.46,600.0,7.0,2.53,Excellent,3
34935,2025-11-02 20:00:37,Social Media,Brand Awareness,1,2.26,2.84,165.71,163.45,600.0,7.0,2.26,Excellent,4
34935,2025-11-02 22:08:09,Email,Winter Sale,0,1.29,1.57,0.0,-1.29,-99.87,0.0,0.0,Poor,5
34937,2025-11-02 11:22:31,Direct Traffic,No Campaign,0,1.76,2.08,0.0,-1.76,-100.0,0.0,0.0,Poor,1
34938,2025-10-02 02:32:43,Direct Traffic,No Campaign,1,1.86,2.43,214.73,212.87,600.0,7.0,1.86,Excellent,1
34943,2025-11-02 01:40:27,Search Ads,No Campaign,0,2.04,2.54,0.0,-2.04,-100.0,0.0,0.0,Poor,1
34943,2025-11-02 09:45:36,Social Media,Discount Offer,1,2.32,3.07,108.06,105.74,600.0,7.0,2.32,Excellent,2
34943,2025-11-02 10:17:21,Direct Traffic,No Campaign,1,1.59,1.84,94.83,93.24,600.0,7.0,1.59,Excellent,3
35006,2025-11-02 10:06:16,Referral,Retargeting,1,1.6,1.91,126.28,124.68,600.0,7.0,1.6,Excellent,1
35006,2025-11-02 15:51:45,Social Media,Brand Awareness,0,1.2,1.53,0.0,-1.2,-99.67,0.0,0.0,Poor,2
35006,2025-11-02 19:52:27,Direct Traffic,No Campaign,0,2.29,3.03,0.0,-2.29,-100.0,0.0,0.0,Poor,3
35107,2025-10-02 00:14:49,Search Ads,Brand Awareness,1,1.71,2.13,182.55,180.84,600.0,7.0,1.71,Excellent,1
35107,2025-10-02 08:29:12,Email,New Product Launch,1,0.9,1.2,173.21,172.31,600.0,7.0,0.9,Excellent,2
35129,2025-10-02 01:31:35,Direct Traffic,No Campaign,0,1.31,1.74,0.0,-1.31,-99.75,0.0,0.0,Poor,1
35129,2025-10-02 14:03:20,Email,Discount Offer,1,1.47,1.78,155.86,154.39,600.0,7.0,1.47,Excellent,2
35129,2025-10-02 16:35:53,Social Media,Discount Offer,0,1.25,1.63,0.0,-1.25,-100.0,0.0,0.0,Poor,3
35199,2025-11-02 04:58:14,Referral,Winter Sale,1,1.69,2.13,122.06,120.37,600.0,7.0,1.69,Excellent,1
35199,2025-11-02 18:40:56,Social Media,Retargeting,0,2.59,3.22,0.0,-2.59,-100.0,0.0,0.0,Poor,2
35212,2025-11-02 12:31:21,Display Ads,Retargeting,1,2.22,2.84,101.14,98.92,600.0,7.0,2.22,Excellent,1
35212,2025-11-02 22:37:32,Email,No Campaign,1,0.92,1.22,140.69,139.77,600.0,7.0,0.92,Excellent,2
35216,2025-10-02 04:35:52,Direct Traffic,No Campaign,1,1.94,2.57,129.09,127.15,600.0,7.0,1.94,Excellent,1
35216,2025-10-02 19:16:49,Referral,No Campaign,0,1.83,2.31,0.0,-1.83,-99.92,0.0,0.0,Poor,2
35216,2025-11-02 07:51:53,Referral,Brand Awareness,1,1.04,1.36,176.6,175.56,600.0,7.0,1.04,Excellent,3
35216,2025-11-02 18:11:19,Display Ads,Discount Offer,0,1.61,1.86,0.0,-1.61,-99.91,0.0,0.0,Poor,4
35227,2025-10-02 13:55:54,Social Media,New Product Launch,1,2.64,3.21,109.63,106.99,600.0,7.0,2.64,Excellent,1
35227,2025-11-02 19:36:51,Referral,No Campaign,0,1.98,2.37,0.0,-1.98,-100.0,0.0,0.0,Poor,2
35230,2025-10-02 08:49:24,Email,Brand Awareness,0,1.19,1.51,0.0,-1.19,-100.0,0.0,0.0,Poor,1
35230,2025-10-02 13:18:52,Search Ads,Retargeting,0,1.55,2.04,0.0,-1.55,-99.68,0.0,0.0,Poor,2
35230,2025-11-02 13:39:31,Search Ads,Retargeting,0,1.1,1.29,0.0,-1.1,-100.0,0.0,0.0,Poor,3
35247,2025-10-02 14:23:49,Referral,Retargeting,1,2.02,2.37,200.64,198.62,600.0,7.0,2.02,Excellent,1
35247,2025-10-02 17:03:43,Search Ads,Brand Awareness,0,2.43,2.88,0.0,-2.43,-99.82,0.0,0.0,Poor,2
35247,2025-11-02 06:57:17,Direct Traffic,No Campaign,0,1.12,1.37,0.0,-1.12,-100.0,0.0,0.0,Poor,3
35296,2025-10-02 03:42:08,Referral,Brand Awareness,1,1.4,1.64,157.37,155.97,600.0,7.0,1.4,Excellent,1
35296,2025-10-02 19:44:20,Email,No Campaign,0,1.29,1.6,0.0,-1.29,-99.68,0.0,0.0,Poor,2
35296,2025-10-02 19:46:30,Email,Winter Sale,0,0.87,1.14,0.0,-0.87,-100.0,0.0,0.0,Poor,3
35324,2025-10-02 21:36:24,Direct Traffic,No Campaign,0,1.02,1.27,0.0,-1.02,-99.77,0.0,0.0,Poor,1
35324,2025-10-02 23:49:05,Referral,Brand Awareness,1,1.51,1.76,217.97,216.46,600.0,7.0,1.51,Excellent,2
35324,2025-11-02 01:48:53,Display Ads,No Campaign,1,2.25,2.67,105.47,103.22,600.0,7.0,2.25,Excellent,3
35324,2025-11-02 08:54:11,Social Media,Brand Awareness,1,1.69,2.22,157.44,155.75,600.0,7.0,1.69,Excellent,4
35324,2025-11-02 18:34:37,Search Ads,Retargeting,0,2.0,2.48,0.0,-2.0,-100.0,0.0,0.0,Poor,5
35337,2025-10-02 00:02:04,Referral,No Campaign,0,1.26,1.68,0.0,-1.26,-100.0,0.0,0.0,Poor,1
35337,2025-10-02 15:38:08,Email,New Product Launch,1,1.23,1.49,135.2,133.97,600.0,7.0,1.23,Excellent,2
35337,2025-10-02 16:30:10,Direct Traffic,No Campaign,1,1.93,2.34,142.54,140.61,600.0,7.0,1.93,Excellent,3
35337,2025-11-02 09:38:29,Referral,New Product Launch,0,1.64,1.9,0.0,-1.64,-100.0,0.0,0.0,Poor,4
35337,2025-11-02 15:03:37,Email,Retargeting,0,1.0,1.21,0.0,-1.0,-99.88,0.0,0.0,Poor,5
35337,2025-11-02 23:44:25,Display Ads,Retargeting,1,1.91,2.27,151.6,149.69,600.0,7.0,1.91,Excellent,6
35409,2025-10-02 08:50:42,Search Ads,New Product Launch,1,1.49,1.96,104.94,103.45,600.0,7.0,1.49,Excellent,1
35409,2025-10-02 11:05:30,Referral,Retargeting,1,1.47,1.7,201.96,200.49,600.0,7.0,1.47,Excellent,2
35409,2025-11-02 04:15:45,Email,Winter Sale,0,0.98,1.31,0.0,-0.98,-100.0,0.0,0.0,Poor,3
35409,2025-11-02 15:15:18,Direct Traffic,No Campaign,0,2.21,2.61,0.0,-2.21,-99.81,0.0,0.0,Poor,4
35436,2025-10-02 13:49:58,Direct Traffic,No Campaign,1,2.01,2.66,212.89,210.88,600.0,7.0,2.01,Excellent,1
35436,2025-10-02 20:56:34,Social Media,Winter Sale,0,2.75,3.28,0.0,-2.75,-100.0,0.0,0.0,Poor,2
35436,2025-10-02 22:57:15,Referral,New Product Launch,0,1.95,2.41,0.0,-1.95,-100.0,0.0,0.0,Poor,3
35456,2025-10-02 05:06:20,Email,No Campaign,1,1.33,1.76,189.93,188.6,600.0,7.0,1.33,Excellent,1
35456,2025-10-02 13:52:51,Social Media,No Campaign,0,1.22,1.63,0.0,-1.22,-100.0,0.0,0.0,Poor,2
35456,2025-11-02 21:23:40,Referral,Winter Sale,0,1.16,1.46,0.0,-1.16,-100.0,0.0,0.0,Poor,3
35598,2025-10-02 03:06:34,Search Ads,No Campaign,1,1.53,2.02,166.14,164.61,600.0,7.0,1.53,Excellent,1
35598,2025-10-02 22:06:48,Direct Traffic,No Campaign,1,1.39,1.75,120.82,119.43,600.0,7.0,1.39,Excellent,2
35598,2025-11-02 17:32:44,Display Ads,Winter Sale,1,2.12,2.63,175.99,173.87,600.0,7.0,2.12,Excellent,3
35619,2025-11-02 03:33:30,Social Media,Retargeting,0,2.68,3.53,0.0,-2.68,-100.0,0.0,0.0,Poor,1
35619,2025-11-02 17:13:20,Social Media,Brand Awareness,0,1.97,2.51,0.0,-1.97,-100.0,0.0,0.0,Poor,2
35626,2025-10-02 08:18:13,Referral,New Product Launch,1,1.36,1.64,107.85,106.49,600.0,7.0,1.36,Excellent,1
35661,2025-10-02 16:20:25,Direct Traffic,No Campaign,0,2.25,2.89,0.0,-2.25,-100.0,0.0,0.0,Poor,1
35661,2025-11-02 05:48:47,Search Ads,Discount Offer,0,1.4,1.62,0.0,-1.4,-100.0,0.0,0.0,Poor,2
35661,2025-11-02 06:32:23,Referral,Retargeting,0,1.78,2.39,0.0,-1.78,-100.0,0.0,0.0,Poor,3
35661,2025-11-02 20:07:06,Email,Discount Offer,0,1.24,1.48,0.0,-1.24,-99.67,0.0,0.0,Poor,4
35664,2025-10-02 00:39:54,Referral,Winter Sale,1,2.38,2.78,100.6,98.22,600.0,7.0,2.38,Excellent,1
35664,2025-10-02 05:30:12,Social Media,Winter Sale,1,2.56,3.16,211.24,208.68,600.0,7.0,2.56,Excellent,2
35664,2025-10-02 06:19:58,Direct Traffic,No Campaign,0,1.72,2.21,0.0,-1.72,-100.0,0.0,0.0,Poor,3
35664,2025-10-02 06:41:26,Direct Traffic,No Campaign,1,1.19,1.47,207.18,205.99,600.0,7.0,1.19,Excellent,4
35664,2025-11-02 12:01:27,Referral,Brand Awareness,0,2.41,3.25,0.0,-2.41,-99.91,0.0,0.0,Poor,5
35668,2025-11-02 11:24:26,Search Ads,New Product Launch,0,1.21,1.45,0.0,-1.21,-100.0,0.0,0.0,Poor,1
35668,2025-11-02 23:46:56,Social Media,New Product Launch,0,2.37,3.19,0.0,-2.37,-99.96,0.0,0.0,Poor,2
35705,2025-11-02 00:01:09,Social Media,No Campaign,0,2.73,3.44,0.0,-2.73,-100.0,0.0,0.0,Poor,1
35705,2025-11-02 03:45:29,Display Ads,Discount Offer,0,1.49,1.94,0.0,-1.49,-99.67,0.0,0.0,Poor,2
35726,2025-10-02 00:35:03,Referral,Brand Awareness,0,1.31,1.56,0.0,-1.31,-99.99,0.0,0.0,Poor,1
35726,2025-10-02 05:58:02,Search Ads,New Product Launch,0,1.43,1.84,0.0,-1.43,-99.76,0.0,0.0,Poor,2
35726,2025-11-02 19:53:36,Referral,New Product Launch,0,1.81,2.26,0.0,-1.81,-100.0,0.0,0.0,Poor,3
35728,2025-11-02 18:30:52,Search Ads,Discount Offer,1,1.09,1.36,195.64,194.55,600.0,7.0,1.09,Excellent,1
35756,2025-10-02 15:50:07,Search Ads,No Campaign,1,2.46,3.12,107.57,105.11,600.0,7.0,2.46,Excellent,1
35756,2025-10-02 23:26:35,Display Ads,Brand Awareness,0,2.04,2.71,0.0,-2.04,-99.76,0.0,0.0,Poor,2
35756,2025-11-02 07:55:06,Social Media,Discount Offer,0,2.38,3.16,0.0,-2.38,-100.0,0.0,0.0,Poor,3
35756,2025-11-02 09:55:14,Referral,Retargeting,1,1.71,2.13,169.62,167.91,600.0,7.0,1.71,Excellent,4
35756,2025-11-02 16:08:15,Display Ads,Brand Awareness,0,1.09,1.39,0.0,-1.09,-100.0,0.0,0.0,Poor,5
35756,2025-11-02 17:36:09,Search Ads,Brand Awareness,1,1.5,1.77,131.51,130.01,600.0,7.0,1.5,Excellent,6
35789,2025-10-02 00:44:36,Display Ads,Winter Sale,0,1.62,2.1,0.0,-1.62,-100.0,0.0,0.0,Poor,1
35789,2025-10-02 10:44:31,Direct Traffic,No Campaign,1,1.8,2.08,142.75,140.95,600.0,7.0,1.8,Excellent,2
35789,2025-10-02 12:57:16,Search Ads,Discount Offer,1,1.7,1.98,218.18,216.48,600.0,7.0,1.7,Excellent,3
35789,2025-11-02 11:06:53,Display Ads,Brand Awareness,1,1.99,2.52,132.76,130.77,600.0,7.0,1.99,Excellent,4
35789,2025-11-02 20:07:09,Direct Traffic,No Campaign,0,1.0,1.21,0.0,-1.0,-99.62,0.0,0.0,Poor,5
35824,2025-10-02 01:02:59,Search Ads,Brand Awareness,0,1.7,2.18,0.0,-1.7,-99.87,0.0,0.0,Poor,1
35824,2025-11-02 09:15:48,Search Ads,Discount Offer,0,2.31,2.77,0.0,-2.31,-99.79,0.0,0.0,Poor,2
35824,2025-11-02 11:59:48,Referral,No Campaign,0,1.23,1.64,0.0,-1.23,-99.83,0.0,0.0,Poor,3
35824,2025-11-02 17:43:59,Referral,Retargeting,0,2.43,3.13,0.0,-2.43,-100.0,0.0,0.0,Poor,4
35830,2025-10-02 14:49:17,Social Media,No Campaign,0,1.68,2.16,0.0,-1.68,-100.0,0.0,0.0,Poor,1
35830,2025-11-02 11:40:35,Search Ads,No Campaign,1,2.33,3.02,215.22,212.89,600.0,7.0,2.33,Excellent,2
35830,2025-11-02 14:09:32,Email,Retargeting,0,0.91,1.2,0.0,-0.91,-100.0,0.0,0.0,Poor,3
35837,2025-10-02 07:17:34,Search Ads,No Campaign,0,1.54,1.83,0.0,-1.54,-100.0,0.0,0.0,Poor,1
35837,2025-10-02 16:50:17,Referral,Winter Sale,1,2.08,2.61,217.76,215.68,600.0,7.0,2.08,Excellent,2
35837,2025-10-02 19:12:32,Referral,New Product Launch,0,1.49,1.96,0.0,-1.49,-100.0,0.0,0.0,Poor,3
35837,2025-11-02 04:46:49,Social Media,No Campaign,0,2.31,3.1,0.0,-2.31,-100.0,0.0,0.0,Poor,4
35837,2025-11-02 19:16:15,Referral,No Campaign,0,1.56,1.89,0.0,-1.56,-100.0,0.0,0.0,Poor,5
35873,2025-10-02 09:00:21,Referral,No Campaign,1,1.89,2.48,182.77,180.88,600.0,7.0,1.89,Excellent,1
35873,2025-11-02 17:13:34,Direct Traffic,No Campaign,1,1.91,2.32,164.65,162.74,600.0,7.0,1.91,Excellent,2
35873,2025-11-02 23:32:50,Social Media,No Campaign,0,2.44,2.85,0.0,-2.44,-99.88,0.0,0.0,Poor,3
35886,2025-11-02 22:34:45,Display Ads,No Campaign,0,2.02,2.41,0.0,-2.02,-99.97,0.0,0.0,Poor,1
35887,2025-10-02 14:37:34,Social Media,Discount Offer,1,1.48,1.91,133.39,131.91,600.0,7.0,1.48,Excellent,1
35887,2025-10-02 15:59:57,Search Ads,New Product Launch,0,1.95,2.34,0.0,-1.95,-100.0,0.0,0.0,Poor,2
35887,2025-10-02 21:38:05,Search Ads,Retargeting,0,2.21,2.97,0.0,-2.21,-99.87,0.0,0.0,Poor,3
35887,2025-11-02 07:03:38,Referral,Winter Sale,1,2.12,2.5,219.95,217.83,600.0,7.0,2.12,Excellent,4
35887,2025-11-02 19:13:58,Social Media,New Product Launch,0,1.58,1.94,0.0,-1.58,-99.72,0.0,0.0,Poor,5
35887,2025-11-02 19:29:29,Email,No Campaign,1,1.09,1.3,168.05,166.96,600.0,7.0,1.09,Excellent,6
35923,2025-10-02 12:45:53,Referral,Winter Sale,0,1.0,1.24,0.0,-1.0,-99.83,0.0,0.0,Poor,1
35923,2025-11-02 13:41:24,Social Media,Winter Sale,1,1.83,2.13,208.6,206.77,600.0,7.0,1.83,Excellent,2
35942,2025-10-02 13:28:00,Email,No Campaign,1,1.14,1.38,178.94,177.8,600.0,7.0,1.14,Excellent,1
35942,2025-10-02 14:54:51,Social Media,Brand Awareness,0,2.15,2.82,0.0,-2.15,-100.0,0.0,0.0,Poor,2
35942,2025-10-02 18:59:36,Social Media,No Campaign,1,2.83,3.78,200.15,197.32,600.0,7.0,2.83,Excellent,3
35942,2025-10-02 19:52:08,Social Media,Brand Awareness,1,1.45,1.73,226.93,225.48,600.0,7.0,1.45,Excellent,4
35942,2025-11-02 00:20:03,Search Ads,Discount Offer,1,1.66,2.18,147.56,145.9,600.0,7.0,1.66,Excellent,5
35942,2025-11-02 04:52:27,Social Media,Discount Offer,0,2.03,2.72,0.0,-2.03,-99.85,0.0,0.0,Poor,6
35942,2025-11-02 22:28:39,Direct Traffic,No Campaign,0,1.6,1.86,0.0,-1.6,-99.93,0.0,0.0,Poor,7
35961,2025-10-02 01:28:19,Email,New Product Launch,0,0.73,0.91,0.0,-0.73,-100.0,0.0,0.0,Poor,1
35961,2025-10-02 02:58:39,Direct Traffic,No Campaign,0,1.8,2.28,0.0,-1.8,-100.0,0.0,0.0,Poor,2
35961,2025-10-02 10:42:15,Direct Traffic,No Campaign,0,2.17,2.82,0.0,-2.17,-100.0,0.0,0.0,Poor,3
35961,2025-11-02 03:12:59,Search Ads,Winter Sale,1,1.11,1.3,145.95,144.84,600.0,7.0,1.11,Excellent,4
35980,2025-10-02 00:47:05,Direct Traffic,No Campaign,1,2.05,2.62,189.51,187.46,600.0,7.0,2.05,Excellent,1
35980,2025-10-02 11:04:00,Direct Traffic,No Campaign,1,1.74,2.15,102.95,101.21,600.0,7.0,1.74,Excellent,2
35980,2025-10-02 11:13:47,Referral,Retargeting,0,2.38,2.75,0.0,-2.38,-100.0,0.0,0.0,Poor,3
35980,2025-11-02 18:47:38,Referral,No Campaign,1,1.07,1.24,113.95,112.88,600.0,7.0,1.07,Excellent,4
36005,2025-10-02 18:49:21,Referral,Discount Offer,0,1.85,2.24,0.0,-1.85,-99.81,0.0,0.0,Poor,1
36005,2025-10-02 23:45:11,Social Media,New Product Launch,1,2.31,2.92,198.34,196.03,600.0,7.0,2.31,Excellent,2
36044,2025-10-02 16:31:52,Direct Traffic,No Campaign,0,1.42,1.85,0.0,-1.42,-99.77,0.0,0.0,Poor,1
36044,2025-11-02 22:09:28,Display Ads,No Campaign,0,2.5,3.37,0.0,-2.5,-100.0,0.0,0.0,Poor,2
36074,2025-10-02 13:32:36,Referral,Retargeting,0,1.5,2.01,0.0,-1.5,-99.78,0.0,0.0,Poor,1
36097,2025-10-02 08:23:18,Email,Retargeting,1,0.95,1.18,203.06,202.11,600.0,7.0,0.95,Excellent,1
36097,2025-10-02 15:43:50,Social Media,Winter Sale,1,2.0,2.57,208.69,206.69,600.0,7.0,2.0,Excellent,2
36097,2025-10-02 15:49:36,Social Media,Retargeting,0,2.88,3.54,0.0,-2.88,-99.91,0.0,0.0,Poor,3
36097,2025-10-02 17:06:41,Social Media,Retargeting,0,1.44,1.89,0.0,-1.44,-100.0,0.0,0.0,Poor,4
36097,2025-11-02 00:11:28,Referral,No Campaign,0,2.47,3.22,0.0,-2.47,-99.91,0.0,0.0,Poor,5
36097,2025-11-02 13:14:37,Display Ads,Winter Sale,1,1.92,2.45,105.33,103.41,600.0,7.0,1.92,Excellent,6
36115,2025-10-02 02:01:10,Direct Traffic,No Campaign,1,2.15,2.54,97.39,95.24,600.0,7.0,2.15,Excellent,1
36115,2025-10-02 22:31:33,Search Ads,Retargeting,0,1.98,2.58,0.0,-1.98,-99.76,0.0,0.0,Poor,2
36115,2025-10-02 23:47:03,Referral,Retargeting,1,2.23,2.57,136.39,134.16,600.0,7.0,2.23,Excellent,3
36115,2025-11-02 11:46:26,Social Media,Retargeting,0,2.16,2.81,0.0,-2.16,-100.0,0.0,0.0,Poor,4
36126,2025-10-02 02:15:47,Direct Traffic,No Campaign,1,1.94,2.41,156.3,154.36,600.0,7.0,1.94,Excellent,1
36126,2025-10-02 22:58:18,Referral,Winter Sale,0,1.85,2.45,0.0,-1.85,-100.0,0.0,0.0,Poor,2
36126,2025-11-02 22:32:28,Display Ads,Retargeting,0,1.27,1.57,0.0,-1.27,-99.96,0.0,0.0,Poor,3
36130,2025-10-02 11:05:32,Direct Traffic,No Campaign,1,2.09,2.78,137.05,134.96,600.0,7.0,2.09,Excellent,1
36130,2025-10-02 14:35:58,Search Ads,No Campaign,1,1.11,1.31,94.56,93.45,600.0,7.0,1.11,Excellent,2
36135,2025-10-02 05:31:40,Referral,Brand Awareness,0,2.17,2.61,0.0,-2.17,-100.0,0.0,0.0,Poor,1
36135,2025-10-02 14:35:47,Referral,Retargeting,1,2.3,2.93,138.34,136.04,600.0,7.0,2.3,Excellent,2
36135,2025-11-02 00:31:28,Email,New Product Launch,1,1.34,1.72,199.77,198.43,600.0,7.0,1.34,Excellent,3
36135,2025-11-02 06:23:30,Display Ads,No Campaign,1,1.7,2.25,207.07,205.37,600.0,7.0,1.7,Excellent,4
36135,2025-11-02 07:58:35,Referral,Brand Awareness,1,2.33,3.11,213.68,211.35,600.0,7.0,2.33,Excellent,5
36135,2025-11-02 08:48:43,Display Ads,No Campaign,0,2.18,2.81,0.0,-2.18,-99.8,0.0,0.0,Poor,6
36135,2025-11-02 21:57:31,Referral,Winter Sale,1,1.77,2.33,200.67,198.9,600.0,7.0,1.77,Excellent,7
36148,2025-10-02 03:30:07,Search Ads,No Campaign,1,1.25,1.48,91.79,90.54,600.0,7.0,1.25,Excellent,1
36148,2025-11-02 04:12:46,Direct Traffic,No Campaign,1,1.39,1.67,179.3,177.91,600.0,7.0,1.39,Excellent,2
36175,2025-10-02 02:19:40,Referral,New Product Launch,0,1.53,1.79,0.0,-1.53,-100.0,0.0,0.0,Poor,1
36175,2025-10-02 22:08:18,Email,No Campaign,0,0.98,1.32,0.0,-0.98,-99.79,0.0,0.0,Poor,2
36175,2025-11-02 02:21:49,Referral,Discount Offer,0,1.24,1.55,0.0,-1.24,-99.67,0.0,0.0,Poor,3
36175,2025-11-02 16:06:38,Referral,Retargeting,1,2.1,2.64,129.77,127.67,600.0,7.0,2.1,Excellent,4
36175,2025-11-02 23:36:59,Display Ads,Winter Sale,0,1.69,2.16,0.0,-1.69,-99.93,0.0,0.0,Poor,5
36179,2025-10-02 14:59:38,Direct Traffic,No Campaign,1,1.71,2.14,202.08,200.37,600.0,7.0,1.71,Excellent,1
36215,2025-10-02 00:02:41,Referral,Discount Offer,0,1.31,1.56,0.0,-1.31,-100.0,0.0,0.0,Poor,1
36215,2025-10-02 17:06:22,Email,No Campaign,0,1.43,1.71,0.0,-1.43,-100.0,0.0,0.0,Poor,2
36215,2025-11-02 13:10:33,Search Ads,Retargeting,1,1.58,1.92,106.19,104.61,600.0,7.0,1.58,Excellent,3
36308,2025-11-02 01:40:58,Display Ads,Brand Awareness,1,1.89,2.33,211.17,209.28,600.0,7.0,1.89,Excellent,1
